,particle_id,particle_type,vx,vy,vz,px,py,pz,q,nhits,pt
3789,243201939054018562,2212,-401.299,-301.531,108.636,-0.159057,-0.0175026,0.0653508,1,1,0.1600171
3790,243201939037229057,211,8.26955,-30.4143,-420.975,0.280448,-0.0764802,-0.384931,1,12,0.29068935
3791,243201939037233154,-211,8.26955,-30.4143,-420.975,-0.224808,0.02592,0.224639,-1,3,0.22629732
3792,243205306291589121,211,-121.455,-158.898,-121.446,-0.325676,-0.024386,-0.030454,1,6,0.3265877
3793,243205306291593218,2212,-121.455,-158.898,-121.446,0.079877,0.107072,0.263086,1,0,0.13358423
3794,243206543225389056,211,-0.0016798,0.0188356,-46.0041,-0.117795,-0.0593481,2.75972,1,0,0.13190094
3795,243206611944865792,-211,-0.0016798,0.0188356,-46.0041,-0.210867,0.0156947,5.11591,-1,14,0.21145028
3796,243207230420156416,-2212,-23.9529,49.1635,364.592,-1.11647,2.48597,20.1069,-1,11,2.7251701
3797,243207299139633152,211,-23.9529,49.1635,364.592,-0.233546,0.284067,3.03639,1,14,0.36774692
3798,243207642737016832,211,-0.0016798,0.0188356,-46.0041,0.349375,-0.256513,-0.93133,1,6,0.43343028
3799,243207711456493568,-211,-0.0016798,0.0188356,-46.0041,0.203057,-0.33763,-0.523379,-1,12,0.39398754
3800,243207642753798145,2212,287.282,-449.02,-1220.0,0.26316,0.1158,0.0635628,1,1,0.28751144
3801,243207642753802242,2212,287.282,-449.02,-1220.0,-0.149008,-0.0996,-0.166268,1,1,0.17923044
3802,243207711473274881,2212,751.13,-295.065,-1220.0,-0.0531923,-0.424216,-0.170595,1,0,0.4275379
3803,243207711473278978,211,751.13,-295.065,-1220.0,0.0222711,0.172476,0.0314947,1,0,0.17390794
3804,243207986334400512,-211,1.97192,-0.906448,-125.749,0.00693314,-0.112385,-2.01582,-1,0,0.11259865
3805,243208604809691136,321,-0.0016798,0.0188356,-46.0041,-0.0769928,0.283195,4.67394,1,16,0.29347453
3806,243208673529167872,-321,-0.0016798,0.0188356,-46.0041,-0.282148,0.278396,4.13401,-1,9,0.39637333
3807,243208742248644608,211,-0.0016798,0.0188356,-46.0041,0.101347,-0.320412,-0.322772,1,10,0.33605814
3808,243208810968121344,-211,-0.0016798,0.0188356,-46.0041,0.145972,-0.00677224,-0.0739357,-1,0,0.14612901
3809,243208879687598080,211,-0.0016798,0.0188356,-46.0041,-0.106138,0.18181,0.188288,1,10,0.21052352
3810,243208948407074816,-211,-0.0016798,0.0188356,-46.0041,-0.317801,0.136893,0.437584,-1,11,0.3460306
3811,243210528955039744,2212,100.72,-3.61314,7.27467,0.864068,-0.00614639,0.536255,1,12,0.86408985
3812,243210597674516480,-211,100.72,-3.61314,7.27467,0.304397,-0.0359877,0.0818264,-1,9,0.30651695
3813,243211284869283840,-211,2.81208,0.489978,-23.094,0.210152,0.103396,1.54185,-1,13,0.23421058
3814,243211353588760576,211,9.70544,2.10364,61.7497,0.130835,0.110946,0.921336,1,9,0.17154245
3815,243211834625097728,-211,-0.0016798,0.0188356,-46.0041,0.248465,0.113905,5.87953,-1,12,0.27332985
3816,243213758770446336,211,1.90776,-2.3125,-40.0659,0.0330336,-0.250655,0.664382,1,7,0.25282237
3817,243213827489923072,-211,1.90776,-2.3125,-40.0659,0.227566,-0.0675232,0.146053,-1,9,0.23737243
3818,243213758787227649,2212,-281.993,-462.616,1500.0,-0.160968,-0.3343,0.399582,1,1,0.3710353
3819,243213758787231746,2212,-281.993,-462.616,1500.0,-0.0863206,-0.124423,0.263003,1,0,0.15143424
3820,243214720843120640,2212,-23.4801,42.7366,-402.167,-0.355432,0.67223,-6.21057,1,14,0.76041114
3821,243214789562597376,-211,-23.4801,42.7366,-402.167,-0.105176,0.165822,-0.776762,-1,3,0.19636427
3822,243214789596155905,2212,-2.84482,-639.835,2145.5,0.275534,0.0773343,-0.0580144,1,0,0.28618103
3823,243214789579378689,211,-92.1771,122.421,-820.0,0.22442,0.228512,0.378182,1,14,0.32028437
3824,243214789579382786,-211,-92.1771,122.421,-820.0,-0.0938146,-0.102992,-0.17274,-1,1,0.1393145
3825,243215545476841472,2212,5.26679,3.67127,106.448,0.39166,0.162091,9.3232,1,14,0.42387623
3826,243215614196318208,-211,5.26679,3.67127,106.448,0.00590259,0.113525,2.18096,-1,0,0.11367835
3827,243216095232655360,211,-10.2253,-63.6063,1846.84,0.014357,-0.3445,9.29539,1,0,0.34479904
3828,243218500414341120,211,4.6435,-2.77221,-78.4481,0.0246042,-0.219174,-0.834691,1,12,0.2205507
3829,243218569133817856,-211,4.6435,-2.77221,-78.4481,0.137388,0.121842,-0.296732,-1,10,0.18363261
3830,247698048224854016,-211,0.0115669,0.011039,-2.01994,0.138617,-0.0595316,-0.413708,-1,5,0.15085982
3831,247698116944330752,-211,0.0115669,0.011039,-2.01994,0.529747,-0.402452,-1.61595,-1,14,0.66528153
3832,247698185663807488,321,0.0115669,0.011039,-2.01994,-0.935013,0.233134,-15.6671,1,2,0.9636393
3833,247698391822237696,-211,0.0115669,0.011039,-2.01994,-0.350391,-0.412451,0.988832,-1,13,0.5411928
3834,247698460541714432,211,0.0115669,0.011039,-2.01994,-1.44662,-0.850782,-0.0817003,1,10,1.6782548
3835,247698529261191168,-2212,0.0115669,0.011039,-2.01994,0.0388497,0.395437,5.68441,-1,10,0.3973408
3836,247698735419621376,211,0.0115669,0.011039,-2.01994,-1.41963,0.27507,-34.4005,1,12,1.4460335
3837,247698941578051584,-211,0.0115669,0.011039,-2.01994,-1.0691,-0.82473,-6.99912,-1,5,1.3502424
3838,247699079017005056,211,0.0115669,0.011039,-2.01994,0.610914,1.73088,-11.8288,1,0,1.8355277
3839,247699147736481792,-211,0.0115669,0.011039,-2.01994,0.0606417,0.767788,-3.46938,-1,11,0.7701791
3840,247699216455958528,211,0.0115669,0.011039,-2.01994,0.854599,-0.120627,-13.0656,1,13,0.8630703
3841,247699285175435264,-211,0.0115669,0.011039,-2.01994,0.688274,0.315182,-7.34431,-1,15,0.75700784
3842,247699353894912000,211,0.0115669,0.011039,-2.01994,2.07179,-0.426607,-21.7314,1,12,2.1152558
3843,247699903650725888,211,0.0115669,0.011039,-2.01994,0.137951,-0.215157,-2.46041,1,13,0.25558367
3844,247699972370202624,-211,0.0115669,0.011039,-2.01994,-0.381752,-0.0364427,-1.92357,-1,13,0.3834875
3845,247700041089679360,-211,0.0115669,0.011039,-2.01994,-0.74487,0.0846699,-1.05396,-1,10,0.7496668
3846,247700315967586304,211,0.0115669,0.011039,-2.01994,-0.261211,-0.201213,-3.70707,1,13,0.32972392
3847,247700384687063040,-211,0.0115669,0.011039,-2.01994,0.336599,0.197409,-3.20244,-1,13,0.39021686
3848,247700453406539776,321,0.0115669,0.011039,-2.01994,0.915056,-0.00474872,5.17435,1,10,0.9150683
3849,247700590845493248,211,0.0115669,0.011039,-2.01994,-0.508267,-0.0572389,2.76081,1,10,0.5114798
3850,247700659564969984,-211,0.0115669,0.011039,-2.01994,0.0836455,0.540876,5.62034,-1,4,0.5473056
3851,247700728284446720,211,0.0115669,0.011039,-2.01994,-1.16066,-0.0990573,17.7111,1,12,1.1648794
3852,247700797003923456,2212,0.0115669,0.011039,-2.01994,0.513369,-0.465773,0.367865,1,17,0.6931755
3853,247700865723400192,-211,0.0115669,0.011039,-2.01994,0.265849,-1.09385,0.236281,-1,14,1.1256925
3854,247700934442876928,-211,0.0115669,0.011039,-2.01994,-0.276304,-0.153869,0.00886179,-1,11,0.31625873
3855,247701003162353664,211,0.0115669,0.011039,-2.01994,0.34885,1.1277,3.55641,1,10,1.1804252
3856,247701071881830400,-211,0.0115669,0.011039,-2.01994,0.260603,0.0283804,2.28345,-1,11,0.2621438
3857,247701346759737344,211,0.0115669,0.011039,-2.01994,-1.37155,-0.757343,5.02967,1,11,1.5667539
3858,247701415479214080,-211,0.0115669,0.011039,-2.01994,0.0759402,-0.469538,5.00819,-1,11,0.47563943
3859,247701552918167552,211,0.0115669,0.011039,-2.01994,0.652963,-0.226632,0.0954547,1,12,0.69117486
3860,247701621637644288,211,0.0115669,0.011039,-2.01994,-0.162781,0.363647,-5.34516,1,11,0.39841786
3861,247701827796074496,2212,0.0115669,0.011039,-2.01994,0.160253,-0.698929,-11.0909,1,13,0.7170654
3862,247702033954504704,321,0.0115669,0.011039,-2.01994,-0.575685,0.410329,-2.47038,1,9,0.7069534
3863,247702102673981440,-211,0.0115669,0.011039,-2.01994,0.783134,0.0244983,-21.1538,-1,11,0.78351706
3864,247702240112934912,211,0.0115669,0.011039,-2.01994,-0.167673,-0.285044,-2.34796,1,15,0.33070278
3865,247702721149272064,211,0.0115669,0.011039,-2.01994,-0.391083,0.114128,2.05579,1,14,0.40739554
3866,247702789868748800,211,0.0115669,0.011039,-2.01994,-0.223444,-0.142985,1.87798,1,11,0.2652771
3867,247702858588225536,-211,0.0115669,0.011039,-2.01994,-0.36061,0.332481,0.890841,-1,14,0.4904928
3868,247702996027179008,321,0.0115669,0.011039,-2.01994,0.156212,1.12078,2.33464,1,11,1.1316139
3869,247703133466132480,211,0.0115669,0.011039,-2.01994,0.232179,0.45886,2.05325,1,13,0.51425636
3870,247703408344039424,-211,0.0115669,0.011039,-2.01994,0.105344,0.238752,-5.40092,-1,14,0.2609595
3871,247703477063516160,211,0.0115669,0.011039,-2.01994,0.110328,0.561197,-4.62061,1,13,0.5719391
3872,247703545782992896,211,0.0115669,0.011039,-2.01994,-0.712165,0.218349,-1.64918,1,4,0.74488604
3873,247703614502469632,2212,0.0115669,0.011039,-2.01994,-0.735931,0.67304,-1.85135,1,12,0.9972849
3874,247703683221946368,-211,0.0115669,0.011039,-2.01994,-0.278586,-0.215259,0.0389681,-1,10,0.3520605
3875,247703751941423104,211,0.0115669,0.011039,-2.01994,0.326651,-0.0763981,-1.71853,1,11,0.33546618
3876,247703820660899840,-211,0.0115669,0.011039,-2.01994,0.365005,0.130607,-0.826048,-1,14,0.38766843
3877,247703889380376576,-211,0.0115669,0.011039,-2.01994,0.037814,0.538353,-2.80074,-1,12,0.5396794
3878,247703958099853312,211,0.0115669,0.011039,-2.01994,0.132384,0.0892492,-1.57165,1,10,0.15965883
3879,247704095538806784,-211,0.0115669,0.011039,-2.01994,0.1402,0.646781,-8.03955,-1,14,0.6618019
3880,247704164258283520,-211,0.0115669,0.011039,-2.01994,-0.576336,0.0463351,-13.8148,-1,13,0.5781956
3881,247704301697236992,-211,0.0115669,0.011039,-2.01994,-0.11071,-0.0734028,-2.05058,-1,0,0.13283326
3882,247704576575143936,2212,0.0115669,0.011039,-2.01994,-0.945205,-1.17725,-31.2322,1,13,1.5097451
3883,247704645294620672,211,0.0115669,0.011039,-2.01994,-0.178063,-0.525944,-14.4179,1,12,0.5552689
3884,247704714014097408,-2212,0.0115669,0.011039,-2.01994,-1.77214,-2.69012,-54.8081,-1,14,3.2213702
3885,247704920172527616,211,0.0115669,0.011039,-2.01994,-0.204831,0.0209108,-0.650301,1,10,0.2058956
3886,247704988892004352,-211,0.0115669,0.011039,-2.01994,0.656301,-0.616142,-2.78119,-1,13,0.9002011
3887,247705057611481088,211,0.0115669,0.011039,-2.01994,0.14873,-0.267381,-0.217228,1,11,0.30596277
3888,247705126330957824,-211,0.0115669,0.011039,-2.01994,-0.541259,-0.775638,-2.29744,-1,13,0.9458201
3889,247705195050434560,211,0.0115669,0.011039,-2.01994,-1.04051,-0.517647,-3.34343,1,12,1.1621616
3890,247705263769911296,321,0.0115669,0.011039,-2.01994,-0.154837,-0.401707,-0.543214,1,11,0.4305148
3891,247705332489388032,-211,0.0115669,0.011039,-2.01994,-0.441793,-0.229612,-1.03747,-1,13,0.4978983
3892,247705401208864768,-211,0.0115669,0.011039,-2.01994,-0.0286593,-0.162573,-0.223073,-1,8,0.16507979
3893,247705469928341504,211,0.0115669,0.011039,-2.01994,-0.285584,-0.0392757,-3.27913,1,0,0.2882721
3894,247705538647818240,211,0.0115669,0.011039,-2.01994,-0.457408,-0.376503,-4.70686,1,11,0.5924328
3895,247705882245201920,211,0.0115669,0.011039,-2.01994,0.35707,-0.289551,-1.69889,1,11,0.45971596
3896,247705950964678656,-211,0.0115669,0.011039,-2.01994,-0.352042,0.103647,-8.32337,-1,14,0.36698264
3897,247706019684155392,211,0.0115669,0.011039,-2.01994,0.435276,0.314304,-1.36235,1,13,0.5368912
3898,247706157123108864,-2212,0.0115669,0.011039,-2.01994,0.00387721,-0.483048,0.0106559,-1,14,0.48306355
3899,247706294562062336,-211,0.0115669,0.011039,-2.01994,-0.638392,0.25483,0.039317,-1,16,0.68737376
3900,247706432001015808,211,0.0115669,0.011039,-2.01994,-0.202529,-0.277665,4.72922,1,11,0.34367985
3901,247706500720492544,2212,0.0115669,0.011039,-2.01994,-0.953033,0.147475,11.4182,1,15,0.96437585
3902,247706569439969280,-2212,0.0115669,0.011039,-2.01994,-0.257902,-1.24862,8.12496,-1,15,1.2749766
3903,247706638159446016,-211,0.0115669,0.011039,-2.01994,0.0106801,-0.557888,3.92666,-1,14,0.5579902
3904,247706706878922752,211,0.0115669,0.011039,-2.01994,0.414667,0.165443,2.84929,1,17,0.44645283
3905,247706775598399488,-321,0.0115669,0.011039,-2.01994,-0.278611,-1.80605,6.61914,-1,10,1.8274137
3906,247706913037352960,-211,0.0115669,0.011039,-2.01994,1.10062,-1.77244,2.34669,-1,9,2.0863624
3907,247707119195783168,211,0.0115669,0.011039,-2.01994,-0.472729,-0.653598,-0.422238,1,11,0.80663687
3908,247707187915259904,-211,0.0115669,0.011039,-2.01994,0.504586,0.200071,0.205326,-1,11,0.5428033
3909,247707256634736640,-211,0.0115669,0.011039,-2.01994,0.292061,-0.0725974,2.41632,-1,12,0.30094853
3910,247707325354213376,-211,0.0115669,0.011039,-2.01994,0.0867032,-0.183596,0.597334,-1,13,0.20303926
3911,247707394073690112,211,0.0115669,0.011039,-2.01994,-0.172849,0.160151,4.5943,1,14,0.2356377
3912,247707943829504000,-2212,0.0115669,0.011039,-2.01994,0.957568,-0.0479958,21.3437,-1,14,0.9587701
3913,247708012548980736,-211,0.0115669,0.011039,-2.01994,0.508385,-0.21201,7.87724,-1,13,0.5508208
3914,247708081268457472,211,0.0115669,0.011039,-2.01994,-0.27919,1.30717,1.75965,1,12,1.3366528
3915,247708149987934208,211,0.0115669,0.011039,-2.01994,-0.147234,-0.0401616,0.359087,1,3,0.15261324
3916,247708218707410944,-211,0.0115669,0.011039,-2.01994,0.739327,-0.943169,-0.263024,-1,11,1.1984041
3917,247708287426887680,321,0.0115669,0.011039,-2.01994,0.276641,-0.221428,-2.13173,1,11,0.35434532
3918,247708356146364416,-211,0.0115669,0.011039,-2.01994,-0.110047,0.219382,-0.738676,-1,12,0.24543595
3919,247708424865841152,-321,0.0115669,0.011039,-2.01994,1.01301,0.185368,-2.71333,-1,5,1.0298303
3920,247708493585317888,-211,0.0115669,0.011039,-2.01994,0.955207,0.124962,-2.90593,-1,10,0.9633462
3921,247708562304794624,211,0.0115669,0.011039,-2.01994,0.25153,-0.21209,-1.95635,1,14,0.32901293
3922,247708768463224832,211,0.0115669,0.011039,-2.01994,0.0405052,-0.113708,1.11495,1,0,0.120707
3923,247708905902178304,-211,0.0115669,0.011039,-2.01994,-0.112473,0.0802224,0.293465,-1,0,0.1381514
3924,247709043341131776,211,0.0115669,0.011039,-2.01994,0.0794213,0.235271,0.795709,1,11,0.2483147
3925,247709249499561984,-321,0.0115669,0.011039,-2.01994,-0.580424,0.351349,-2.15557,-1,13,0.67848223
3926,247709455657992192,-2212,0.0115669,0.011039,-2.01994,0.343812,-0.329244,-11.7255,-1,12,0.47603393
3927,247698185680588801,2212,-35.5701,9.2906,-600.0,0.0370107,0.107123,0.076078,1,1,0.113336354
3928,247698185680592898,2212,-35.5701,9.2906,-600.0,-0.065964,0.14843,0.028533,1,4,0.16242757
3929,247698941594832897,2212,-152.655,-129.214,-1038.13,0.141578,0.0397994,-0.0437465,1,1,0.14706571
3930,247698941594836994,2212,-152.655,-129.214,-1038.13,0.121875,0.0305729,-0.0620686,1,0,0.12565118
3931,247699079033786369,-211,6.38614,17.8946,-124.373,-0.0444116,-0.127162,-0.0571886,-1,1,0.13469432
3932,247699079033790466,2212,6.38614,17.8946,-124.373,0.110451,-0.027764,0.0630787,1,1,0.113887064
3933,247700659598528513,2212,-489.956,69.4784,939.505,-0.409065,-0.105238,0.0890024,1,4,0.42238516
3934,247700659598532610,-211,-489.956,69.4784,939.505,0.427902,0.00182101,-0.105509,-1,4,0.4279059
3935,247700659581751297,-211,7.93298,67.8759,702.5,-0.218971,0.145218,0.116615,-1,2,0.2627481
3936,247703545799774209,-211,-235.087,99.7925,-565.224,0.121347,0.0720051,-0.0694532,-1,0,0.1411022
3937,247703545799778306,2212,-235.087,99.7925,-565.224,-0.236689,-0.0611206,0.121881,1,6,0.2444533
3938,247703545799782402,211,-235.087,99.7925,-565.224,0.121509,0.108707,-0.012818,1,0,0.16303879
3939,247705469945122817,2212,-35.3349,-3.53367,-406.473,-0.00722007,-0.193134,0.0265168,1,11,0.1932689
3940,247705469945126914,2212,-35.3349,-3.53367,-406.473,-0.0763287,0.0859353,-0.0113415,1,1,0.114938885
3941,247708424899399681,2212,799.931,153.815,-623.802,0.0241307,-0.199814,0.117565,1,0,0.20126581
3942,247708424899407874,2212,228.456,426.723,-1801.5,-0.134347,0.556301,-1.1718,1,2,0.5722936
3943,247708424882622465,-211,166.984,39.4795,-455.505,0.420238,-0.12103,-0.115425,-1,4,0.43731937
3944,247708424882626562,211,166.984,39.4795,-455.505,-0.055131,0.333834,-1.15266,1,5,0.3383557
3945,247708424882634754,-211,166.984,39.4795,-455.505,0.177995,-0.165038,-0.101552,-1,4,0.24273394
3946,247708424882638850,2212,166.984,39.4795,-455.505,0.435355,0.0884348,-0.969505,1,6,0.4442462
3947,247708424882642946,211,166.984,39.4795,-455.505,0.175554,-0.0974504,-0.121741,1,6,0.20078792
3948,247708768480006145,2212,5.53804,-18.175,173.741,-0.00234789,0.13972,-0.11954,1,1,0.13973972
3949,247711036205957120,211,0.0115669,0.011039,-2.01994,-0.181596,0.206082,-2.92625,1,14,0.274676
3950,247711104925433856,-211,0.0115669,0.011039,-2.01994,0.122525,0.379732,-4.80258,-1,0,0.39900973
3951,247711104942215169,2212,5.58297,18.1612,-230.515,-0.170257,-0.140379,0.0435123,1,13,0.22066651
3952,247711104942219266,211,5.58297,18.1612,-230.515,-0.134349,-0.044342,0.0427956,1,1,0.14147745
3953,247711517242294272,211,0.0115669,0.011039,-2.01994,-0.314139,-0.154906,-3.05245,1,14,0.35025588
3954,247711654681247744,211,0.0115669,0.011039,-2.01994,-0.192275,0.200282,0.0717289,1,11,0.27763745
3955,247711723400724480,-211,0.0115669,0.011039,-2.01994,-0.356965,-0.0897065,-0.19529,-1,11,0.36806422
3956,247711792120201216,-321,0.0120812,0.0133901,-2.02122,0.322493,-0.0907189,0.411306,-1,11,0.3350099
3957,247711860839677952,211,0.0120812,0.0133901,-2.02122,-0.156097,0.895381,-0.735928,1,14,0.9088858
3958,247712135717584896,211,-1.47231,68.7456,-220.023,0.0803244,0.459255,-1.9772,1,13,0.46622652
3959,247712410595491840,11,0.0116052,0.0109606,-2.02119,0.0867292,-0.0736718,-1.27794,-1,0,0.113795824
3960,247712548034445312,211,0.0115669,0.011039,-2.01994,0.763855,0.506356,-15.0961,1,13,0.9164447
3961,247712616753922048,-211,0.0115669,0.011039,-2.01994,0.71725,0.189934,-12.4083,-1,15,0.741972
3962,247714197301886976,-211,-19.9813,21.8093,401.11,-0.0950124,0.190258,1.23869,-1,14,0.21266279
3963,247714609618747392,-211,0.0115669,0.011039,-2.01994,-0.1017,0.182182,5.36259,-1,13,0.20864604
3964,247714815777177600,211,0.0115669,0.011039,-2.01994,-0.273009,-0.0456346,3.12582,1,10,0.27679673
3965,247714884496654336,-211,0.0115669,0.011039,-2.01994,-0.0140887,0.160864,0.832502,-1,9,0.16147977
3966,247715090655084544,211,0.0115669,0.011039,-2.01994,-0.438029,-0.233686,-1.52253,1,11,0.49646604
3967,247715159374561280,-211,0.0115669,0.011039,-2.01994,-0.120483,0.168592,-0.492143,-1,9,0.20721829
3968,247714815793958913,2212,-264.236,24.8325,2945.5,0.152465,0.0247277,-0.024111,1,0,0.15445723
3969,247715228094038016,-211,-0.0448825,0.0320813,-2.22977,-0.00803428,0.230886,-0.85225,-1,10,0.23102574
3970,247715296813514752,211,-0.0448825,0.0320813,-2.22977,-0.116019,0.560907,-0.655167,1,6,0.57278013
3971,247715296847085570,2212,-1.04447,359.121,-416.59,-0.293922,-0.0644977,-0.080298,1,3,0.30091542
3972,247715296830296065,211,-1.04447,359.121,-416.59,-0.0960332,0.0677108,0.0822296,1,1,0.11750373
3973,247715296830300162,-211,-1.04447,359.121,-416.59,0.0547847,0.139323,0.00249301,-1,1,0.14970726
3974,247715296830304258,-211,-1.04447,359.121,-416.59,-0.246356,0.0232972,0.0153221,-1,0,0.24745512
3975,247715296830312450,211,-1.04447,359.121,-416.59,0.112277,-0.0859879,-0.0484121,1,0,0.14142151
3976,247715296830316546,2212,-1.04447,359.121,-416.59,0.119857,-0.0186363,-0.0802668,1,0,0.1212972
3977,247715777849851904,211,0.0115669,0.011039,-2.01994,-0.0455436,-0.20574,4.71835,1,14,0.2107206
3978,247716258886189056,211,0.0115669,0.011039,-2.01994,0.447862,0.284256,6.24925,1,0,0.5304544
3979,247716327605665792,-211,0.0115669,0.011039,-2.01994,0.128638,-0.0136616,1.40042,-1,0,0.1293614
3980,247716465044619264,-211,0.0115669,0.011039,-2.01994,-0.196701,-0.328708,6.24086,-1,15,0.38306686
3981,247716258902970369,-211,30.3435,18.4477,416.214,-0.158669,0.126052,0.0459278,-1,3,0.20264491
3982,247716258902974466,211,30.3435,18.4477,416.214,0.154941,-0.180534,0.318094,1,7,0.23790593
3983,247716671203049472,211,0.0115669,0.011039,-2.01994,-0.148067,-0.0817346,0.568767,1,10,0.1691283
3984,247716739922526208,-211,0.0115669,0.011039,-2.01994,0.0605343,0.223433,1.33087,-1,14,0.23148803
3985,247717152239386624,211,0.0115669,0.011039,-2.01994,1.48808,-0.439389,0.478151,1,11,1.5515944
3986,247717220958863360,-211,0.0115669,0.011039,-2.01994,0.601673,-0.126466,0.320734,-1,11,0.61482036
3987,247718664067874816,211,-91.2503,-226.296,-463.128,-0.219254,-0.986028,-2.11479,1,8,1.0101106
3988,247718732787351552,-211,-91.2503,-226.296,-463.128,-0.844218,-1.65112,-3.25848,-1,6,1.8544273
3989,247725329857118208,211,-3.86855,-13.2554,87.4972,-0.267959,-0.387664,2.17579,1,3,0.47125936
3990,247725398576594944,-211,-3.86855,-13.2554,87.4972,0.12928,-0.086494,1.02365,-1,1,0.15554592
3991,247725329873899521,-211,-68.6654,-94.9726,570.569,-0.114861,0.0614818,0.00792377,-1,0,0.13028069
3992,247725329873903618,-211,-68.6654,-94.9726,570.569,0.00991956,-0.161713,0.138885,-1,5,0.16201696
3993,247725398593376257,211,62.8679,-45.0431,570.569,-0.174414,-0.165434,-0.0241476,1,5,0.2403927
3994,247725467296071680,211,2.27006,5.25651,98.8614,-0.0561224,0.245056,5.88031,1,15,0.2514004
3995,247725536015548416,-211,2.27006,5.25651,98.8614,0.268301,0.24774,3.59719,-1,14,0.36518562
3996,247725879612932096,211,3.24457,-9.86225,-156.07,0.071031,-0.29333,-1.43754,1,5,0.3018077
3997,247725879629713409,2212,13.3741,-199.552,-1061.25,-0.46796,-0.120062,-0.111024,1,1,0.4831164
3998,247728971989385216,211,-71.1792,-15.0968,-208.204,-0.166639,0.0274688,-0.377581,1,9,0.16888781
3999,247729040708861952,-211,-71.1792,-15.0968,-208.204,-1.10684,-0.298313,-3.30987,-1,2,1.1463357
4000,247729040725643265,2212,-193.002,-52.4412,-575.867,0.169695,0.0203343,-0.420597,1,9,0.17090897
4001,256705384918548480,2212,0.00438515,0.00796767,45.5955,0.438575,0.445228,-0.647062,1,11,0.6249608
4002,256705453638025216,-2212,0.00438515,0.00796767,45.5955,-0.196835,0.82474,-1.71043,-1,12,0.8479034
4003,256705591076978688,211,0.00438515,0.00796767,45.5955,0.876129,0.193211,-8.27105,1,11,0.8971803
4004,256706003393839104,211,0.00438515,0.00796767,45.5955,-0.0766032,-0.796247,21.3804,1,10,0.79992336
4005,256706140832792576,211,0.00438515,0.00796767,45.5955,0.227602,-1.42758,20.5362,1,11,1.4456097
4006,256706278271746048,-2212,0.00438515,0.00796767,45.5955,1.33735,0.515114,-0.695036,-1,14,1.4331251
4007,256706346991222784,-321,0.00438515,0.00796767,45.5955,-0.0362339,-0.144638,-0.396162,-1,0,0.1491075
4008,256706415710699520,211,0.00438515,0.00796767,45.5955,0.248222,-0.090971,-0.25076,1,16,0.26436695
4009,256706484430176256,-211,0.00438515,0.00796767,45.5955,-0.0695989,-0.0997644,-0.162939,-1,0,0.12164269
4010,256706759308083200,-321,0.00438515,0.00796767,45.5955,0.0806212,-0.740901,-1.32911,-1,9,0.7452745
4011,256706828027559936,321,0.00438515,0.00796767,45.5955,-1.10441,-0.114108,-2.77468,1,11,1.1102892
4012,256706896747036672,-321,0.00438515,0.00796767,45.5955,0.493154,0.527777,-0.577352,-1,3,0.7223222
4013,256706965466513408,211,0.00438515,0.00796767,45.5955,0.495377,-0.33787,3.50951,1,14,0.5996286
4014,256707034185990144,-211,0.00438515,0.00796767,45.5955,0.242336,0.119649,0.365044,-1,8,0.270264
4015,256707102905466880,211,0.00438515,0.00796767,45.5955,0.787571,0.341726,5.51411,1,9,0.8585131
4016,256707171624943616,-211,0.00438515,0.00796767,45.5955,-0.508045,0.410986,8.02687,-1,14,0.6534671
4017,256707240344420352,211,0.00438515,0.00796767,45.5955,0.283138,0.482141,5.88244,1,10,0.55913067
4018,256707309063897088,321,0.00438515,0.00796767,45.5955,-0.543345,0.391523,10.7464,1,12,0.6697119
4019,256707446502850560,211,0.00438515,0.00796767,45.5955,-1.28766,0.377028,15.5701,1,14,1.3417221
4020,256707515222327296,-321,0.00438515,0.00796767,45.5955,-0.373473,0.268138,4.64941,-1,0,0.45976087
4021,256707583941804032,211,0.00438515,0.00796767,45.5955,0.633698,1.18224,4.58147,1,10,1.3413668
4022,256708339856048128,-211,0.00438515,0.00796767,45.5955,0.327897,-0.227773,6.888,-1,14,0.39924553
4023,256708408575524864,211,0.00438515,0.00796767,45.5955,0.639207,-0.107309,-0.252275,1,18,0.6481519
4024,256708477295001600,-211,0.00438515,0.00796767,45.5955,0.0243426,0.472831,0.0213403,-1,12,0.47345722
4025,256708546014478336,211,0.00438515,0.00796767,45.5955,-0.665685,-0.165134,-4.93291,1,14,0.68586135
4026,256708614733955072,211,0.00438515,0.00796767,45.5955,1.26671,0.059581,-11.0407,1,15,1.2681105
4027,256708683453431808,-211,0.00438515,0.00796767,45.5955,0.506674,-0.338681,-3.62596,-1,1,0.60944515
4028,256708752172908544,211,0.00438515,0.00796767,45.5955,-0.449438,-0.180302,-6.2732,1,11,0.48425543
4029,256708820892385280,-211,0.00438515,0.00796767,45.5955,-0.0402569,-0.542554,-14.8093,-1,13,0.5440455
4030,256708889611862016,211,0.00438515,0.00796767,45.5955,-0.545589,-0.98958,-17.0982,1,10,1.1300159
4031,256708958331338752,211,0.00438515,0.00796767,45.5955,-0.790776,-0.629209,-15.9202,1,14,1.0105596
4032,256709027050815488,-211,0.00438515,0.00796767,45.5955,0.0889189,-0.433086,-10.3947,-1,14,0.44211996
4033,256709095770292224,321,0.00438515,0.00796767,45.5955,-0.418983,0.171863,1.12588,1,12,0.45286164
4034,256709164489768960,-211,0.00438515,0.00796767,45.5955,-0.568587,0.767056,1.46759,-1,8,0.95481205
